features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06354501 0.00751578 0.03089706
 0.00531446 0.03361157 0.03720119 0.39215501 0.00751578 0.15193746
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01344463 0.         0.40641519
 0.06908793 0.01008347 0.         0.         0.         0.01008347
 0.06440743 0.         0.03565045 0.03188674 0.06722314 0.0575472
 0.04515724 0.         0.05573181 0.0470562  0.00751578 0.04278055
 0.         0.1646967  0.23512556 0.2424231  0.         0.15561561
 0.00672231 0.         0.02614367 0.08009453 0.1815025  0.05003142
 0.08793779 0.         0.00672231 0.00336116 0.         0.04515724
 0.07569189 0.         0.         0.         0.         0.00672231
 0.07112974 0.         0.04278055 0.05314456 0.12772397 0.01814469
 0.01663688 0.         0.07589876 0.03947147 0.00751578 0.21152603
 0.16823896 0.19158596 0.01594337 0.01663688 0.         0.04228719
 0.         0.         0.0023767  0.         0.         0.
 0.         0.         0.         0.03025041 0.         0.25905998
 0.22449667 0.02016694 0.         0.0023767  0.         0.03025041
 0.07503634 0.00751578 0.03327376 0.01062891 0.         0.00751578
 0.00713009 0.00751578 0.         0.00336116 0.         0.06654751
 0.11380489 0.20839175 0.01594337 0.02614367 0.         0.0490095
 0.02016694 0.         0.13547173 0.17044029 0.04033389 0.0863208
 0.05941743 0.         0.0235281  0.00336116 0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00192646
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00430771 0.0326932  0.00430771
 0.00192646 0.         0.         0.         0.         0.00192646
 0.00430771 0.01089773 0.00430771 0.00192646 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12639333 0.01218403 0.08861739
 0.08110734 0.22885236 0.12166101 0.1098085  0.         0.05607193
 0.04403304 0.01218403 0.06549981 0.09833817 0.57213091 0.1726144
 0.18108771 0.         0.10143132 0.03401954 0.01218403 0.05586748
 0.0552611  0.45498029 0.22178349 0.14063195 0.         0.00272443
 0.0803349  0.00609202 0.05201455 0.00861541 0.         0.
 0.03082344 0.01218403 0.07488603 0.05448866 0.00609202 0.1984259
 0.170091   0.07355969 0.03550688 0.04816162 0.01218403 0.06037964
 0.         0.         0.0385293  0.07427624 0.11442618 0.13384505
 0.06357335 0.         0.         0.05106518 0.         0.01541172
 0.01292312 0.11987505 0.05169248 0.0385293  0.00609202 0.04130861
 0.00544887 0.         0.00192646 0.         0.         0.
 0.00385293 0.00609202 0.         0.01362216 0.         0.08283799
 0.06566083 0.00544887 0.02332284 0.05201455 0.         0.03401954
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02337874 0.         0.01733818
 0.00430771 0.0490398  0.02584624 0.01733818 0.         0.02337874]",4
"[0.         0.         0.01108187 0.02477982 0.01567214 0.
 0.         0.         0.         0.08810419 0.00876099 0.1412939
 0.14655318 0.18806565 0.         0.00554094 0.         0.05093445
 0.00783607 0.         0.08034359 0.16770409 0.15672137 0.05575461
 0.02770469 0.         0.00783607 0.0678782  0.00876099 0.09419593
 0.06708163 0.20765584 0.07071056 0.03324563 0.         0.04701641
 0.10769436 0.00876099 0.2299489  0.26788627 0.21157386 0.00876099
 0.03878656 0.01752198 0.07963231 0.01959017 0.         0.05540937
 0.09186146 0.07052462 0.01858487 0.01662281 0.         0.0453753
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.11553043 0.00876099 0.25211264 0.13885507 0.13321317 0.00876099
 0.05263891 0.00876099 0.07116043 0.         0.         0.04986844
 0.11150921 0.2507542  0.         0.         0.         0.
 0.04601111 0.         0.088655   0.21213166 0.41139361 0.1501821
 0.15237578 0.         0.05284187 0.02970316 0.         0.10804828
 0.22089265 0.18022958 0.01495595 0.01662281 0.         0.05776521
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.04352457 0.02386263 0.02414729 0.00337469 0.00853736 0.00337469
 0.00603682 0.         0.00853736 0.06348254 0.         0.12979168
 0.10090142 0.07683621 0.01349875 0.01811047 0.         0.06382889
 0.00213434 0.         0.01207364 0.01012406 0.05122414 0.28361413
 0.23241767 0.         0.01280603 0.02898675 0.         0.01056444
 0.00674937 0.13659771 0.14197665 0.07244187 0.         0.03787047
 0.26088079 0.00477253 0.01509206 0.00337469 0.03201509 0.00674937
 0.04225775 0.         0.30206975 0.22618373 0.00954505 0.04678537
 0.02164596 0.07897054 0.14139766 0.38031983 0.02386263 0.31447321
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09639161 0.00477253 0.01811047
 0.0115219  0.04055244 0.02641849 0.08904313 0.02863516 0.17063472
 0.0629349  0.00954505 0.0528222  0.01012406 0.01280603 0.00337469
 0.01358285 0.         0.0318138  0.16780767 0.01909011 0.12224566
 0.03514471 0.09604526 0.02641849 0.05885902 0.         0.18811199
 0.05970529 0.00954505 0.1071536  0.0581885  0.08537356 0.03316786
 0.05131299 0.00477253 0.0449662  0.05171557 0.00477253 0.1086628
 0.06633572 0.04482112 0.01349875 0.02112888 0.00477253 0.03112109
 0.07822163 0.00477253 0.02263808 0.00337469 0.03414942 0.0345657
 0.04527617 0.00477253 0.03057346 0.03663012 0.         0.07093266
 0.00674937 0.01280603 0.02502065 0.01961967 0.00954505 0.08675899
 0.01618072 0.         0.00150921 0.         0.         0.
 0.         0.         0.         0.00853736 0.         0.17657706
 0.13802296 0.02134339 0.         0.00301841 0.         0.01920905]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01513401 0.0094497  0.18826016
 0.0695872  0.0507124  0.         0.00298826 0.         0.00845207
 0.04854373 0.01889939 0.06275338 0.05899106 0.20284957 0.065673
 0.14642456 0.0094497  0.01513401 0.00845207 0.         0.
 0.         0.03803429 0.10967886 0.14343631 0.         0.02427187
 0.00422603 0.         0.15240108 0.10576467 0.25356196 0.
 0.         0.         0.00422603 0.03272393 0.         0.33169647
 0.0601375  0.00422603 0.         0.         0.         0.0126781
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25493354 0.         0.01494128
 0.         0.00845207 0.         0.10458898 0.0094497  0.34356895
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03694997 0.         0.01494128 0.00668194 0.         0.
 0.         0.         0.00845207 0.18897586 0.03779878 0.32571995
 0.04562717 0.03380826 0.02281358 0.01792954 0.         0.11056264
 0.04471624 0.         0.20021317 0.19425126 0.         0.
 0.         0.         0.03380826 0.         0.         0.04183559
 0.1258105  0.27046609 0.01336389 0.00896477 0.         0.00422603
 0.00845207 0.         0.2121662  0.20370096 0.12678099 0.01336389
 0.01494128 0.         0.02113016 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.01190104 0.02661152 0.06059018 0.
 0.         0.         0.         0.02661152 0.02258063 0.05950518
 0.05763219 0.22889624 0.01064461 0.00476041 0.         0.
 0.08265445 0.01505375 0.06902601 0.05010531 0.14474321 0.1170907
 0.06902601 0.         0.03616364 0.00336612 0.         0.08330724
 0.21456185 0.1279126  0.         0.00238021 0.         0.00673224
 0.15029432 0.00752688 0.06426559 0.08736145 0.11781424 0.
 0.09520829 0.02258063 0.18418433 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.21143075 0.01505375 0.18565615 0.10461977 0.26928969 0.11526438
 0.1666145  0.03763438 0.21197699 0.12304791 0.01505375 0.2308801
 0.15031594 0.20196727 0.06607223 0.07140621 0.01505375 0.10403231
 0.12336535 0.01505375 0.08092704 0.06607223 0.14810933 0.10021063
 0.15471346 0.0301075  0.10739843 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06700498 0.00752688 0.16185408
 0.22832418 0.0471257  0.         0.00952083 0.         0.04571576
 0.00673224 0.         0.00476041 0.01064461 0.03366121 0.04257844
 0.05236456 0.         0.01401073 0.         0.         0.01190104
 0.02661152 0.25582521 0.03725613 0.01666145 0.         0.
 0.         0.         0.0333229  0.07451227 0.22889624 0.01064461
 0.00476041 0.         0.         0.         0.         0.00476041
 0.02349379 0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13667773 0.02914328 0.26111755
 0.11559676 0.05647751 0.01373827 0.07679928 0.         0.01303327
 0.10497116 0.         0.01843183 0.01373827 0.00868885 0.05495309
 0.20275011 0.         0.13861185 0.04778866 0.         0.0860152
 0.07840579 0.05213308 0.03032184 0.01843183 0.00971443 0.07274049
 0.15517013 0.01942885 0.08601519 0.10185849 0.25197657 0.
 0.00307197 0.         0.03475539 0.1135456  0.01942885 0.05529548
 0.         0.00434442 0.         0.         0.         0.03475539
 0.08142934 0.         0.16281447 0.2809442  0.22591001 0.
 0.0215038  0.         0.08142934 0.12557858 0.00971443 0.1382387
 0.11275147 0.24763213 0.06466752 0.107519   0.00971443 0.12305386
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03475539 0.         0.33484487
 0.2998849  0.00868885 0.         0.00307197 0.         0.03475539
 0.04555924 0.         0.20889404 0.02060741 0.01303327 0.
 0.         0.         0.00434442 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00434442 0.         0.14131067 0.24777708 0.14771039 0.
 0.00921591 0.         0.00434442 0.         0.         0.0215038
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.0895701  0.         0.01324697 0.         0.         0.
 0.         0.         0.02997448 0.08146845 0.00837812 0.04239032
 0.04392348 0.20982136 0.15546736 0.09007942 0.         0.09210086
 0.06238106 0.00837812 0.17750944 0.16037515 0.09741706 0.04739381
 0.01854576 0.         0.00749362 0.00749362 0.         0.04503971
 0.11992199 0.10491068 0.1150142  0.06888426 0.         0.00749362
 0.05149397 0.         0.03709153 0.04146959 0.08992344 0.01184845
 0.01589637 0.         0.00374681 0.08146845 0.00837812 0.06623487
 0.10071186 0.1873405  0.25169245 0.24639371 0.00837812 0.12860759
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.1323544  0.00837812 0.03179273 0.0261508  0.11989793 0.04392348
 0.09802761 0.         0.09741706 0.11048156 0.00837812 0.23049735
 0.17324003 0.30723842 0.05924227 0.03974092 0.         0.09959448
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00374681 0.         0.0529879
 0.09622509 0.02248086 0.         0.00264939 0.         0.00374681
 0.09706372 0.00837812 0.07948184 0.10807354 0.05245534 0.0286047
 0.03974092 0.02513437 0.07832967 0.02248086 0.         0.14571672
 0.35832851 0.10491068 0.         0.00529879 0.         0.02248086
 0.00374681 0.         0.05563729 0.13278688 0.20232774 0.02022658
 0.02384455 0.         0.00374681 0.00374681 0.         0.03974092
 0.10908998 0.12739154 0.         0.         0.         0.00374681]",3
"[0.01437254 0.         0.0407081  0.03552036 0.11210989 0.00958169
 0.00642759 0.         0.         0.00303    0.         0.06641847
 0.06624986 0.21209979 0.         0.         0.         0.00303
 0.10244841 0.02032584 0.33423489 0.1552915  0.05453995 0.00479085
 0.01285519 0.00677528 0.08103247 0.01211999 0.         0.00642759
 0.00958169 0.04847995 0.00958169 0.02785291 0.00677528 0.03734337
 0.1090001  0.         0.12212429 0.09417296 0.18785981 0.01916338
 0.03856557 0.01355056 0.06813504 0.01564169 0.         0.19068529
 0.15084113 0.26663973 0.09499494 0.05784835 0.00677528 0.02649253
 0.1617792  0.02710112 0.2656739  0.1671981  0.12119988 0.02874507
 0.05999088 0.         0.12824328 0.09139161 0.00677528 0.22068074
 0.16603564 0.05453995 0.02114782 0.0407081  0.00677528 0.12140584
 0.         0.         0.00857013 0.01916338 0.16967983 0.03353592
 0.01499772 0.         0.         0.05806164 0.         0.0342805
 0.03832677 0.22421978 0.01437254 0.02356785 0.         0.05806164
 0.01817998 0.         0.05142076 0.0930105  0.20603979 0.
 0.00857013 0.         0.00605999 0.06109164 0.00677528 0.07284607
 0.11415832 0.30602969 0.05468374 0.05784835 0.         0.09716586
 0.         0.         0.00214253 0.         0.01817998 0.04708648
 0.02356785 0.         0.         0.02043253 0.         0.01928278
 0.01437254 0.03332997 0.00958169 0.00642759 0.         0.00908999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02301076 0.01084738 0.02744194
 0.         0.         0.         0.         0.         0.
 0.         0.         0.08232582 0.17827699 0.17463943 0.09204306
 0.04802339 0.         0.00970219 0.0048511  0.         0.08232582
 0.17509987 0.19404381 0.07987968 0.03430242 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.38468323 0.03254214 0.18866333
 0.         0.         0.         0.00686048 0.         0.25225695
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.11393687 0.         0.03430242 0.01534051 0.         0.
 0.02744194 0.01084738 0.07152172 0.04365986 0.01084738 0.06174436
 0.09839731 0.51421609 0.13674858 0.07546533 0.01084738 0.0610323
 0.         0.         0.00686048 0.         0.05821314 0.09072705
 0.13377945 0.02169476 0.03068102 0.03474489 0.         0.26755889
 0.33354319 0.07761752 0.         0.00686048 0.         0.01940438
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01715121 0.03835128 0.18434164 0.03385814
 0.02744194 0.         0.         0.         0.         0.00343024
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.00285466 0.00638321 0.         0.
 0.         0.         0.         0.         0.         0.02854658
 0.06383209 0.32296767 0.         0.         0.         0.
 0.06786918 0.01805444 0.17413413 0.17015628 0.14533545 0.00638321
 0.00856397 0.         0.0040371  0.02018548 0.         0.00570932
 0.01276642 0.11303869 0.15210182 0.27690183 0.         0.05444764
 0.13180759 0.00902722 0.11133166 0.12392498 0.11303869 0.02179364
 0.04281987 0.00902722 0.07735995 0.02018548 0.00902722 0.06280247
 0.13030819 0.21800318 0.05744888 0.03425589 0.         0.03867998
 0.0329519  0.         0.02283726 0.01276642 0.02018548 0.02179364
 0.01427329 0.         0.04271707 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.28118014 0.00902722 0.03711055 0.02553284 0.08881611 0.02179364
 0.0542385  0.03610888 0.27948915 0.02422258 0.         0.02854658
 0.05744888 0.25029996 0.01276642 0.01712795 0.         0.0514464
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04806443 0.00902722 0.27119251
 0.14571863 0.02825967 0.         0.00285466 0.         0.01614838
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04844515 0.         0.00285466
 0.         0.         0.         0.07993042 0.00902722 0.07228701
 0.11162212 0.00902722 0.24835524 0.13933542 0.27855962 0.00638321
 0.01712795 0.         0.04910028 0.04168122 0.         0.09991303
 0.05106567 0.00807419 0.         0.00570932 0.         0.01211129]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12878651 0.01783227 0.15225463
 0.16806243 0.00398742 0.         0.00281953 0.         0.02791192
 0.08373577 0.         0.01127812 0.03413478 0.11563511 0.12131832
 0.13815697 0.         0.16106188 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03319348 0.00891614 0.1409765  0.04043944 0.0677861  0.12240003
 0.05357107 0.         0.00797484 0.30940944 0.03566455 0.14943509
 0.01260932 0.02791192 0.01260932 0.03101483 0.         0.12657426
 0.28607096 0.         0.00845859 0.         0.         0.01891398
 0.07894684 0.00891614 0.22189625 0.         0.         0.
 0.         0.         0.         0.00281953 0.         0.10997752
 0.         0.         0.00563906 0.00891614 0.06379868 0.00630466
 0.00281953 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.36533829 0.         0.0563906  0.         0.         0.
 0.         0.         0.23924506 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03189934 0.         0.03101483 0.03413478 0.29108149 0.21588824
 0.13815697 0.         0.07371473 0.         0.         0.04511248
 0.10087458 0.2711444  0.         0.         0.         0.
 0.17997587 0.00891614 0.08740543 0.03152331 0.15152187 0.02521864
 0.01409765 0.         0.09569803 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00219425
 0.00490648 0.         0.         0.         0.         0.
 0.0186188  0.         0.1557915  0.2922123  0.00620627 0.
 0.         0.         0.02172193 0.11632664 0.01387763 0.13384904
 0.04415836 0.0651658  0.04128421 0.05485616 0.00693882 0.12383269
 0.00310313 0.         0.06582739 0.14922686 0.13033159 0.
 0.00219425 0.         0.00310313 0.         0.         0.03510794
 0.06091014 0.20480679 0.01962594 0.00877699 0.         0.
 0.03774117 0.         0.06802164 0.09728787 0.09930026 0.01962594
 0.01755397 0.         0.01551567 0.06256623 0.00693882 0.06582739
 0.06091014 0.12412533 0.09034905 0.07241014 0.01387763 0.12043691
 0.00310313 0.         0.03071945 0.06581663 0.03103133 0.06581663
 0.03071945 0.         0.00620627 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02662842 0.         0.01316548 0.01471945 0.03103133 0.02165827
 0.01974822 0.00693882 0.0093094  0.18019265 0.01387763 0.05924466
 0.0236906  0.18308486 0.11200733 0.13165479 0.00693882 0.21973717
 0.03593782 0.00693882 0.311583   0.35431295 0.13964099 0.06497481
 0.0285252  0.         0.03774117 0.0093094  0.         0.01755397
 0.01962594 0.35065405 0.12182028 0.05266191 0.         0.02352528
 0.00310313 0.         0.00877699 0.00981297 0.11791906 0.17410798
 0.07679863 0.         0.00310313 0.16828369 0.02081645 0.03949644
 0.02859709 0.0558564  0.01962594 0.01535973 0.         0.13653786]",3
"[0.00369369 0.         0.07051942 0.10412212 0.22900855 0.01168046
 0.00783549 0.         0.00738737 0.         0.         0.
 0.         0.23639591 0.10512415 0.04701295 0.         0.
 0.         0.         0.04178929 0.09344369 0.25117066 0.
 0.         0.         0.         0.02800235 0.         0.02873014
 0.04330072 0.09603584 0.06424253 0.07313125 0.         0.04122995
 0.03753626 0.         0.03134197 0.01168046 0.05171161 0.02578003
 0.02350647 0.00825933 0.01108106 0.08400704 0.         0.05746027
 0.01168046 0.14036007 0.01752069 0.02089464 0.         0.08555418
 0.03908341 0.         0.07835491 0.12506394 0.33243175 0.19072355
 0.15932166 0.01651867 0.05505695 0.07137884 0.01651867 0.04178929
 0.03746049 0.19576537 0.0783421  0.04440112 0.         0.06493921
 0.04647078 0.00825933 0.03917746 0.0783421  0.25117066 0.02920115
 0.0339538  0.         0.04277709 0.00738737 0.         0.00783549
 0.00584023 0.15513482 0.04088161 0.0600721  0.01651867 0.01537415
 0.09878179 0.00825933 0.0339538  0.01752069 0.15513482 0.02578003
 0.07835491 0.         0.0692323  0.18528371 0.00825933 0.02611831
 0.04330072 0.17360325 0.13232126 0.17238082 0.         0.29325107
 0.00369369 0.         0.03656563 0.06324051 0.01477475 0.
 0.         0.         0.00369369 0.01537415 0.         0.03917746
 0.01993979 0.07387373 0.07250187 0.02350647 0.         0.00369369
 0.         0.         0.00261183 0.01752069 0.28072015 0.05840231
 0.02873013 0.         0.         0.00738737 0.00825933 0.03134197
 0.02578003 0.05909898 0.         0.00261183 0.         0.01477474]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07403689 0.         0.04290439
 0.01693008 0.03569175 0.02821681 0.05299955 0.         0.05585441
 0.08083864 0.         0.05804712 0.05079025 0.32122575 0.03386017
 0.02523788 0.         0.05411682 0.         0.         0.04038061
 0.09029378 0.22128885 0.01693008 0.00757136 0.         0.
 0.04548349 0.         0.04038061 0.06207697 0.52823791 0.12786082
 0.12618939 0.00798092 0.02556342 0.06540355 0.01596184 0.03785682
 0.01926764 0.0856602  0.03386017 0.04542818 0.         0.07968025
 0.05262184 0.00798092 0.04038061 0.024911   0.19273545 0.17865106
 0.08833257 0.         0.03984012 0.03386017 0.01596184 0.07066606
 0.01693008 0.0571068  0.01693008 0.01261894 0.         0.00713835
 0.12815371 0.00798092 0.03533303 0.01926764 0.06424515 0.40244901
 0.26752151 0.         0.09636773 0.10558026 0.         0.00252379
 0.         0.         0.0982747  0.21704575 0.00798092 0.1296487
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00356918 0.         0.04038061
 0.06110873 0.0713835  0.07239545 0.02523788 0.         0.00356918
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00921254 0.00798092 0.01009515
 0.00798092 0.02141505 0.024911   0.0201903  0.         0.01070753]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00249072
 0.         0.         0.         0.         0.         0.
 0.07330628 0.02362906 0.08219381 0.04129289 0.059881   0.17400345
 0.09962885 0.         0.02465688 0.06659364 0.00787635 0.15442472
 0.16843403 0.1479413  0.01113884 0.01743505 0.         0.01965907
 0.         0.         0.03985154 0.11273981 0.08453788 0.
 0.00249072 0.         0.00352241 0.13023648 0.0157527  0.2914144
 0.22778655 0.16203095 0.         0.00996289 0.         0.07044824
 0.0584056  0.00787635 0.02241649 0.05243173 0.04226894 0.01670827
 0.03736082 0.         0.07454226 0.0584056  0.         0.04234226
 0.06261501 0.2078223  0.06913999 0.03736082 0.00787635 0.0584056
 0.06159583 0.00787635 0.00996289 0.         0.119762   0.06030808
 0.03237938 0.0157527  0.03636734 0.23509779 0.00787635 0.09713813
 0.10812595 0.18668783 0.04686231 0.05977731 0.00787635 0.26204111
 0.18545185 0.0157527  0.08966597 0.00556942 0.12680683 0.06030808
 0.08966597 0.         0.23590884 0.07125927 0.         0.32877522
 0.14941883 0.02817929 0.         0.00249072 0.         0.02113447
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07749306 0.         0.00249072
 0.         0.         0.         0.00996289 0.00787635 0.08158708
 0.06012043 0.02362906 0.21171131 0.03246097 0.13032924 0.11273981
 0.08717525 0.         0.04431595 0.01670827 0.         0.03985154
 0.         0.00704482 0.         0.         0.         0.        ]",1
"[0.07566824 0.         0.00958685 0.         0.         0.
 0.         0.         0.         0.15396281 0.         0.11823779
 0.06431053 0.28471484 0.09585279 0.0607167  0.         0.18150471
 0.         0.         0.041543   0.11014402 0.27115699 0.04287368
 0.02236931 0.         0.         0.         0.         0.05112985
 0.14883191 0.25307986 0.02858246 0.01278246 0.         0.00451928
 0.23005725 0.01010542 0.04473862 0.0458335  0.01807713 0.02143684
 0.08628163 0.03031627 0.20630126 0.00451928 0.         0.
 0.         0.03615427 0.10595822 0.08308601 0.         0.04067355
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00451928 0.         0.02236931
 0.05297911 0.0271157  0.         0.00319562 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16269419 0.09289298 0.041543   0.         0.
 0.2577873  0.0404217  0.09267286 0.         0.04971211 0.07145614
 0.05112985 0.         0.15512239 0.2805719  0.09094882 0.32275719
 0.0500193  0.0271157  0.         0.         0.         0.01355785
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01618418 0.         0.00319562
 0.         0.         0.         0.         0.         0.
 0.16037505 0.         0.22369311 0.23631309 0.09038566 0.02439665
 0.03834739 0.02021085 0.15512239 0.         0.01010542 0.04793423
 0.02439665 0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.10608064
 0.15214741 0.10001379 0.         0.01060806 0.         0.
 0.15536128 0.01118188 0.08132849 0.13633385 0.20002758 0.00790678
 0.04596828 0.         0.12163955 0.01000138 0.         0.12022473
 0.20286322 0.27003723 0.         0.00353602 0.         0.01000138
 0.         0.         0.07425645 0.17259267 0.27003723 0.03162714
 0.01768011 0.         0.00500069 0.01500207 0.         0.07425645
 0.15677909 0.0500069  0.         0.00707204 0.         0.01000138
 0.09001241 0.         0.01414409 0.01581357 0.09001241 0.03817733
 0.12376076 0.03354565 0.15117209 0.09001241 0.         0.06364839
 0.10606329 0.37005102 0.         0.00353602 0.         0.
 0.1900262  0.         0.12376076 0.         0.         0.00790678
 0.02475215 0.         0.3295739  0.1960466  0.05590941 0.1803371
 0.10606329 0.22503103 0.01581357 0.01414409 0.         0.03000414
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02000276 0.         0.07779247 0.13305874 0.18002482 0.02699545
 0.05304032 0.01118188 0.04162852 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00712055 0.         0.06545489
 0.15335675 0.11392884 0.         0.         0.         0.00712055
 0.0880934  0.02388306 0.13342726 0.1815032  0.09968774 0.01125858
 0.03272744 0.00796102 0.10233451 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02136166 0.         0.25426705 0.231201   0.04272332 0.
 0.0025175  0.         0.02136166 0.00712055 0.         0.03272744
 0.05066362 0.00712055 0.         0.0025175  0.         0.00712055
 0.14116179 0.00796102 0.33230941 0.43562143 0.38807012 0.05532708
 0.04279742 0.         0.06971426 0.         0.         0.
 0.         0.         0.00562929 0.00503499 0.         0.02905996
 0.         0.         0.02517496 0.03940504 0.06408497 0.
 0.0025175  0.         0.         0.         0.         0.03020994
 0.0619222  0.16377271 0.09376628 0.07804236 0.         0.
 0.09877423 0.         0.08055985 0.12850787 0.18869464 0.03940504
 0.21146963 0.02388306 0.14289505 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01424111 0.         0.1132873  0.17820564 0.03560276 0.
 0.0025175  0.         0.01424111 0.         0.         0.
 0.         0.         0.00562929 0.01258748 0.         0.
 0.03916304 0.         0.01258748 0.01125858 0.02492194 0.08910282
 0.14349724 0.00796102 0.08005934 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03491309 0.         0.04814105
 0.01133123 0.014333   0.02832807 0.06080975 0.         0.01074975
 0.         0.         0.         0.         0.         0.
 0.02787114 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1322423  0.00801239 0.0253374
 0.00566561 0.07166498 0.24305198 0.21283414 0.02403717 0.17514691
 0.03224924 0.         0.00760122 0.         0.12899697 0.11234022
 0.42820202 0.05608672 0.27320679 0.         0.         0.2305703
 0.01934362 0.15049646 0.06798737 0.03293861 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1250758  0.         0.04053983
 0.02832807 0.31532592 0.19400559 0.28377886 0.         0.11941018
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08357769 0.00801239 0.10134959
 0.10570254 0.22216145 0.05568408 0.04307357 0.         0.07791208
 0.00358325 0.         0.01773618 0.03399368 0.17916245 0.13168384
 0.04560731 0.         0.00358325 0.         0.         0.04307357
 0.12367145 0.22216144 0.         0.00253374 0.         0.        ]",4
