features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00792684 0.         0.0407674
 0.         0.         0.         0.         0.         0.
 0.05677424 0.01121025 0.12584718 0.03731249 0.05765381 0.11193745
 0.04785738 0.         0.03445045 0.00752006 0.         0.03013242
 0.05480787 0.17045473 0.09608378 0.0372224  0.         0.01148348
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.23841005 0.00560512 0.12584718
 0.00792684 0.01253344 0.         0.00708998 0.         0.14620142
 0.20646628 0.03363074 0.23751439 0.09676379 0.17797479 0.06273471
 0.11343971 0.01121025 0.17936551 0.28528955 0.00560512 0.08330729
 0.02145881 0.08272068 0.07790838 0.08685228 0.00560512 0.3195036
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17838157 0.         0.00708998
 0.         0.00752006 0.00560512 0.10812222 0.02802561 0.26056345
 0.34013426 0.02242049 0.17193207 0.14228479 0.05765381 0.00396342
 0.03367741 0.         0.25188906 0.07117118 0.00560512 0.18611202
 0.07066155 0.12533437 0.02774394 0.03190492 0.         0.02903029
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00250669 0.         0.00531749 0.         0.00396342
 0.00501337 0.         0.05849235 0.03731249 0.04010699 0.03499077
 0.03722241 0.00560512 0.0089768  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.01476061 0.         0.04290745 0.02952122 0.         0.
 0.         0.         0.00466772 0.         0.         0.06601147
 0.14760612 0.28006293 0.         0.         0.         0.
 0.         0.         0.0363063  0.07380306 0.23338577 0.1180849
 0.04620802 0.         0.         0.00933543 0.         0.
 0.         0.28006295 0.1641575  0.08911548 0.         0.00933543
 0.33160214 0.05218664 0.18153153 0.05166214 0.07935116 0.
 0.01320229 0.         0.20613695 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.26713453 0.01043733 0.03630631 0.         0.00933543 0.03257825
 0.17823096 0.03131199 0.2651794  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00990172
 0.02214092 0.04667715 0.         0.         0.         0.
 0.00466772 0.         0.         0.         0.06534802 0.11376161
 0.0495086  0.         0.00466772 0.00466772 0.         0.00660115
 0.         0.21471491 0.22319994 0.10231777 0.         0.00466772
 0.         0.         0.06271089 0.11376161 0.29873379 0.02214092
 0.01320229 0.         0.         0.00933543 0.         0.10561834
 0.2514549  0.13069603 0.         0.00330057 0.         0.00933543]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07435306 0.         0.05184398
 0.02016116 0.21995537 0.08568492 0.32684248 0.01425609 0.09184376
 0.0159388  0.         0.01127043 0.         0.17213899 0.14947914
 0.11721248 0.         0.04514593 0.01912655 0.         0.21639227
 0.16964029 0.0701307  0.00504029 0.00450817 0.         0.01912655
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12216945 0.00712805 0.05860623
 0.09490072 0.30602487 0.13522304 0.1127043  0.01425609 0.1144587
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00637552 0.         0.11495839
 0.04032232 0.01912655 0.         0.00225409 0.         0.00637552
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08843933 0.00712805 0.12172065
 0.25950073 0.15938795 0.01720862 0.02479495 0.         0.08206381
 0.08361571 0.02138414 0.16229419 0.02016116 0.06056742 0.0504029
 0.05409807 0.         0.06108472 0.11911442 0.02851218 0.29528527
 0.01512087 0.0159388  0.         0.         0.         0.00318776
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.31081332 0.02851218 0.31782612 0.01512087 0.02231431 0.
 0.02028677 0.         0.13306795 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00955955 0.         0.02703848 0.0453449  0.08603591 0.07427818
 0.02027886 0.         0.         0.00955955 0.         0.28390402
 0.07870526 0.01433932 0.         0.         0.         0.00477977
 0.18240701 0.         0.03041829 0.06359028 0.05735727 0.00755748
 0.02703848 0.         0.15650609 0.04779773 0.0106879  0.02365867
 0.03336035 0.36326272 0.09068981 0.05407695 0.         0.08203179
 0.08713644 0.0106879  0.15885105 0.09382022 0.03345841 0.05290239
 0.02027886 0.         0.02389886 0.         0.         0.03041829
 0.10450812 0.1242741  0.02580286 0.03041829 0.         0.00477977
 0.28078018 0.02137579 0.07435581 0.07427818 0.09559545 0.10008105
 0.09801448 0.0106879  0.2863356  0.         0.         0.
 0.         0.         0.00755748 0.01013943 0.         0.01711703
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01433932 0.         0.18250972
 0.25436113 0.04779773 0.         0.00675962 0.         0.00955955
 0.08603591 0.         0.         0.         0.         0.
 0.         0.         0.         0.03823818 0.         0.02703848
 0.0453449  0.29634591 0.02267245 0.08449524 0.03206369 0.21018413
 0.00955955 0.         0.23996648 0.17122882 0.15295273 0.06045987
 0.02703848 0.         0.01911909 0.01433932 0.         0.16561067
 0.05290239 0.         0.         0.         0.         0.01433932]",3
"[0.         0.         0.01223558 0.02735959 0.38068187 0.01367979
 0.00611779 0.         0.         0.         0.         0.04282452
 0.09575855 0.31146698 0.         0.         0.         0.
 0.         0.         0.00305889 0.         0.22494838 0.17949695
 0.09482574 0.         0.         0.00432593 0.         0.
 0.         0.05191116 0.07123214 0.03058895 0.         0.0068399
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03712141 0.         0.01835337 0.02051969 0.         0.0068399
 0.00305889 0.00967307 0.01730372 0.14737567 0.01934615 0.07341347
 0.06439224 0.15573349 0.2478959  0.14682695 0.01934615 0.17151929
 0.00865186 0.         0.06729568 0.11911141 0.15573349 0.11510469
 0.07647236 0.         0.01297779 0.00865186 0.         0.
 0.         0.14708163 0.21652959 0.20188705 0.         0.00432593
 0.11960813 0.01934615 0.07647236 0.06722542 0.23360024 0.06839896
 0.03670673 0.         0.06488895 0.09154654 0.00967307 0.08259016
 0.01934615 0.34607442 0.19034355 0.15294473 0.00967307 0.13188392
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07026226 0.         0.02373849
 0.01327022 0.08392823 0.01990533 0.01186924 0.         0.
 0.02654044 0.00938346 0.02373849 0.04255901 0.23499903 0.09952663
 0.04747697 0.         0.05035694 0.         0.         0.05934622
 0.09450147 0.23499903 0.06909944 0.04450966 0.         0.
 0.07865509 0.         0.00890193 0.         0.         0.
 0.         0.         0.         0.13037399 0.00938346 0.08901932
 0.06635109 0.36928419 0.20729831 0.16023479 0.02815038 0.14715964
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03357129 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13808583 0.01876692 0.23145024
 0.43222515 0.30214161 0.13819889 0.09495395 0.         0.12481561
 0.         0.         0.03560773 0.08900476 0.22660621 0.07573455
 0.04747697 0.         0.         0.         0.         0.0267058
 0.05971598 0.32732008 0.01327022 0.00593462 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.0103692  0.         0.11731412 0.08103808 0.         0.
 0.         0.         0.0103692  0.14129543 0.02318624 0.36171855
 0.26723813 0.14171242 0.04278274 0.06354515 0.         0.04404635
 0.06478475 0.00772875 0.03910471 0.07651068 0.25923003 0.0109301
 0.01466427 0.         0.07314531 0.034564   0.         0.00244404
 0.         0.0276512  0.0218602  0.0219964  0.         0.063337
 0.         0.         0.03421662 0.05691419 0.15208162 0.
 0.00244404 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10481381 0.         0.06354514 0.07104563 0.15553802 0.06917033
 0.05132493 0.00772875 0.08150586 0.11863941 0.         0.07820941
 0.13022351 0.24886083 0.09196817 0.09531772 0.00772875 0.126674
 0.         0.         0.04643684 0.07330933 0.16936362 0.06690663
 0.07087728 0.         0.01639515 0.05095915 0.         0.02444044
 0.00546505 0.09677921 0.14021597 0.0611011  0.         0.01583425
 0.06422386 0.         0.03421662 0.05144914 0.33181444 0.09743322
 0.22485206 0.01545749 0.09444461 0.0771626  0.         0.03421662
 0.04051904 0.15208162 0.03279029 0.03910471 0.00772875 0.08954045
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0034564  0.         0.00244404
 0.         0.0276512  0.06237924 0.04643684 0.         0.0069128
 0.05843285 0.         0.05865706 0.05691419 0.09677921 0.17753365
 0.2101878  0.00772875 0.0673543  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.00247968 0.         0.         0.
 0.         0.         0.         0.         0.         0.04711392
 0.137667   0.18235346 0.01108947 0.00495936 0.         0.0035068
 0.09345303 0.00784144 0.16861825 0.29196822 0.11221752 0.00554473
 0.02231712 0.         0.02658552 0.04118178 0.01568287 0.07934976
 0.07342691 0.05260196 0.0166342  0.03223584 0.00784144 0.08179449
 0.01402719 0.         0.16861825 0.25220376 0.05610876 0.
 0.00247968 0.         0.01402719 0.         0.         0.00247968
 0.         0.         0.         0.         0.         0.
 0.12183812 0.01568287 0.0867888  0.06004074 0.16832627 0.03002037
 0.05207329 0.00784144 0.11335567 0.18993613 0.00784144 0.11158561
 0.0688335  0.29457098 0.0499026  0.10910593 0.02352431 0.27604485
 0.         0.         0.00495936 0.01108947 0.03506798 0.01108947
 0.00495936 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.05170218 0.         0.03471552 0.04435787 0.2630098  0.07762627
 0.05207329 0.         0.02805438 0.12387606 0.00784144 0.04463424
 0.04665457 0.10871072 0.03881313 0.10414657 0.         0.13292759
 0.13202781 0.00784144 0.16117921 0.18012223 0.11221752 0.
 0.02231712 0.         0.09321467 0.05137146 0.         0.061992
 0.04340654 0.1367651  0.11778478 0.08678881 0.         0.0035068
 0.11392474 0.00784144 0.03223584 0.02447564 0.16832629 0.13117096
 0.12150432 0.01568287 0.13349667 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02429457 0.00858943 0.0353108
 0.         0.00384131 0.         0.         0.         0.
 0.06457773 0.02576828 0.08420268 0.0425155  0.2189546  0.04858914
 0.02444594 0.         0.00384131 0.06556335 0.02576828 0.27162155
 0.1522727  0.05761964 0.         0.00543243 0.         0.03073047
 0.07646392 0.         0.02716216 0.01214728 0.25352638 0.08398892
 0.19556751 0.00858943 0.05502504 0.03742747 0.         0.09506755
 0.06932586 0.34187651 0.10325192 0.05432431 0.         0.03680411
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.07877025
 0.01214728 0.01536524 0.         0.00271622 0.         0.
 0.11264467 0.         0.16568914 0.23227212 0.07298487 0.01466307
 0.03802702 0.00858943 0.11550037 0.06556335 0.01717885 0.17383779
 0.25196676 0.15365235 0.04858914 0.03802702 0.         0.05824299
 0.10683213 0.01717885 0.07333782 0.03539978 0.20743067 0.19227241
 0.10049997 0.00858943 0.06654897 0.07002801 0.         0.37212152
 0.14724114 0.01152393 0.         0.         0.         0.01920654
 0.         0.         0.00271622 0.00607364 0.11523926 0.01466307
 0.         0.         0.         0.05377832 0.         0.01086486
 0.         0.00768262 0.         0.01086486 0.         0.05377832
 0.         0.         0.02716216 0.02073671 0.09987403 0.03036821
 0.01629729 0.         0.00768262 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08267165 0.         0.05683022
 0.02990029 0.06618712 0.         0.00334295 0.         0.03782121
 0.11806678 0.0211427  0.22732089 0.14074386 0.17019545 0.02990029
 0.02340068 0.         0.02836591 0.01891061 0.         0.08357386
 0.15569402 0.14182954 0.16188657 0.06351613 0.         0.01891061
 0.08311749 0.         0.00334295 0.         0.         0.
 0.         0.         0.         0.34940033 0.         0.04011545
 0.01495015 0.19856135 0.10465102 0.09694567 0.01057135 0.44746799
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01671477
 0.03737537 0.12291893 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02363826 0.         0.00334295
 0.         0.1371019  0.10774729 0.41452634 0.0211427  0.05155832
 0.01891061 0.         0.25072157 0.19616566 0.11346363 0.05980058
 0.02674363 0.         0.01891061 0.01891061 0.         0.12703226
 0.15259773 0.10400833 0.         0.00334295 0.         0.01891061]",1
"[0.10053442 0.02580375 0.10879817 0.         0.0038466  0.
 0.00271995 0.         0.01538638 0.23490382 0.00860125 0.06799885
 0.03544851 0.05000575 0.         0.0299195  0.         0.23651501
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.27280442 0.04300625 0.22575619 0.         0.01923298 0.
 0.         0.         0.04615915 0.17434526 0.         0.0652789
 0.11807729 0.13078427 0.         0.01631973 0.         0.15448806
 0.12111713 0.00860125 0.16319724 0.20470106 0.26156853 0.05117527
 0.05983899 0.00860125 0.14035011 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.07459522 0.0172025  0.07071881 0.         0.01923298 0.
 0.00271995 0.         0.01538638 0.02916158 0.         0.01903968
 0.03041001 0.01538638 0.         0.         0.         0.01923298
 0.1541253  0.02580375 0.11423807 0.17681031 0.23848895 0.05473802
 0.06255894 0.00860125 0.15672347 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0259392  0.         0.31823464 0.20470106 0.05000575 0.
 0.00543991 0.         0.00769319 0.03461936 0.         0.02719954
 0.04865602 0.08077852 0.1606513  0.26655549 0.0172025  0.06341819
 0.06378094 0.         0.         0.006082   0.00769319 0.01824601
 0.08159862 0.00860125 0.13551654 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.01841658 0.         0.26044975 0.10919687 0.         0.
 0.         0.         0.02302072 0.01841658 0.         0.13673612
 0.24803026 0.13812433 0.04367875 0.02278935 0.         0.01841658
 0.00460414 0.         0.00325562 0.         0.3314984  0.11824304
 0.06836806 0.         0.         0.15654091 0.         0.00651124
 0.         0.05524973 0.06125372 0.07162368 0.         0.17838029
 0.00460414 0.         0.16278109 0.10066807 0.07366631 0.
 0.         0.         0.00460414 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.3398383  0.01029518 0.04883433
 0.         0.         0.         0.05860119 0.01029518 0.33448701
 0.         0.         0.02604497 0.05823833 0.1657492  0.05823833
 0.02604497 0.         0.         0.         0.         0.00976686
 0.02183937 0.12891605 0.01455958 0.00651124 0.         0.
 0.28116577 0.03088554 0.03255622 0.02183937 0.15654091 0.00727979
 0.01302249 0.         0.23020722 0.11734506 0.01029518 0.0293006
 0.02485476 0.07366632 0.         0.00325562 0.         0.0828746
 0.00460414 0.         0.02604497 0.07882869 0.06445803 0.00727979
 0.00651124 0.         0.00460414 0.         0.         0.00976686
 0.02183937 0.23941553 0.01455958 0.00651124 0.         0.
 0.         0.         0.02604497 0.01029518 0.18416578 0.02183937
 0.00976686 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.1903345  0.         0.02517928 0.00866194 0.01643487 0.00866194
 0.20918173 0.03674949 0.30930696 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05885555 0.00612491 0.02130555
 0.00866194 0.10956579 0.23956193 0.18012871 0.01224983 0.04242068
 0.04382632 0.00612491 0.01936868 0.01911782 0.09039178 0.04764065
 0.08522219 0.02449966 0.1311485  0.00273914 0.         0.
 0.         0.01917401 0.02344879 0.25179283 0.01224983 0.13540734
 0.05293276 0.         0.04261109 0.0129929  0.00547829 0.01478685
 0.01936868 0.00612491 0.03923703 0.0987954  0.         0.08715906
 0.11006815 0.41087173 0.07108944 0.06004291 0.00612491 0.10542101
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.2044026  0.01224983 0.07360098
 0.         0.01917401 0.01732387 0.03486362 0.00612491 0.14650819
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.11019648 0.         0.102654
 0.07467733 0.34513227 0.10320016 0.11233834 0.00612491 0.11064099
 0.01643487 0.00612491 0.01162121 0.01478685 0.19174014 0.07362646
 0.04261109 0.         0.03490606 0.17090217 0.00612491 0.07553785
 0.05555951 0.06300034 0.00433097 0.04067423 0.01224983 0.15702026]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00456773 0.         0.09043634 0.20521334 0.21011536 0.
 0.00322987 0.         0.00456773 0.00913545 0.         0.00968961
 0.01444442 0.27406353 0.11132465 0.13242464 0.         0.00913545
 0.         0.         0.02906882 0.06499987 0.5572625  0.04333324
 0.01937922 0.         0.         0.13851424 0.02042749 0.02906882
 0.02465816 0.15073493 0.14619655 0.09366621 0.         0.17845176
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05777766 0.01021374 0.02906882
 0.         0.00456773 0.         0.         0.         0.
 0.24919136 0.04085498 0.18733243 0.0956411  0.00913545 0.
 0.00968961 0.         0.15987038 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0182709  0.         0.02260909 0.04333324 0.19184446 0.18952981
 0.11950517 0.         0.0182709  0.1121596  0.         0.33267656
 0.05354699 0.06851588 0.10286331 0.08074673 0.         0.0182709
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.21434157 0.         0.06307528
 0.         0.         0.         0.         0.         0.07645878
 0.06756278 0.00949817 0.09611471 0.01343244 0.13592673 0.19639999
 0.1171398  0.         0.01274313 0.10085515 0.         0.04205018
 0.0335811  0.42477105 0.08894048 0.07809321 0.00949817 0.11112977
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.37317419 0.         0.08710396
 0.         0.         0.         0.         0.         0.17840383
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06578358 0.00949817 0.02703226
 0.02014866 0.10194504 0.0671622  0.03303943 0.         0.01699084
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19005707 0.         0.01201434
 0.         0.01699084 0.         0.11113264 0.02849451 0.34453013
 0.10154446 0.01899634 0.06607886 0.02014866 0.07645878 0.05257744
 0.04205018 0.00949817 0.07290038 0.30303105 0.05698901 0.15318282
 0.         0.02123855 0.         0.00300358 0.         0.07645878
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00849542 0.         0.09010754 0.00949817 0.04029732
 0.12307173 0.01899634 0.12615056 0.02571256 0.23362406 0.1012206
 0.06908245 0.00949817 0.05097252 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02301076 0.01084738 0.02744194
 0.         0.         0.         0.         0.         0.
 0.         0.         0.08232582 0.17827698 0.17463942 0.09204306
 0.04802339 0.         0.00970219 0.0048511  0.         0.08232582
 0.17509986 0.19404381 0.07987968 0.03430242 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.38468322 0.03254214 0.18866333
 0.         0.         0.         0.00686048 0.         0.25225695
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.11393686 0.         0.03430242 0.01534051 0.         0.
 0.02744194 0.01084738 0.07152172 0.04365986 0.01084738 0.06174436
 0.09839731 0.51421612 0.13674858 0.07546533 0.01084738 0.0610323
 0.         0.         0.00686048 0.         0.05821314 0.09072705
 0.13377944 0.02169476 0.03068102 0.03474489 0.         0.26755889
 0.33354318 0.07761752 0.         0.00686048 0.         0.01940438
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01715121 0.03835127 0.18434161 0.03385814
 0.02744194 0.         0.         0.         0.         0.00343024
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12951039 0.04578884 0.09049813
 0.         0.0102387  0.         0.         0.         0.
 0.040472   0.01144721 0.09411806 0.0242832  0.29180283 0.1166744
 0.06877858 0.         0.         0.         0.         0.10859776
 0.21380718 0.24572868 0.         0.00361993 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.43404418 0.02289442 0.07963836
 0.         0.00511935 0.         0.01085978 0.         0.27001188
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07284959 0.01144721 0.07239851
 0.10858    0.27644477 0.         0.         0.         0.00511935
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13310304 0.         0.00361993
 0.         0.01535804 0.         0.15203687 0.04578884 0.37379072
 0.29831404 0.03434163 0.12669738 0.08290802 0.22013195 0.02763601
 0.10497784 0.         0.07167087 0.08094399 0.03434163 0.06153873
 0.         0.0102387  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.06249295 0.         0.06597995 0.01180285 0.         0.
 0.0052784  0.00834588 0.0475634  0.09078872 0.00834588 0.08445433
 0.11946044 0.23140817 0.         0.01319599 0.         0.07898587
 0.00746478 0.         0.06334075 0.10276869 0.15676036 0.
 0.0052784  0.         0.01492956 0.149099   0.05007526 0.08973273
 0.00590143 0.02612673 0.         0.00791759 0.         0.01492956
 0.07212677 0.         0.04750556 0.08750887 0.08211257 0.03684048
 0.03167037 0.02503763 0.05346482 0.02985912 0.01669175 0.15043428
 0.23748897 0.26873205 0.03540856 0.03167037 0.         0.0677887
 0.         0.         0.01319599 0.02950713 0.10450691 0.02950713
 0.01319599 0.         0.         0.30202868 0.04172938 0.1293207
 0.         0.00373239 0.         0.0052784  0.         0.08957735
 0.07585916 0.         0.06861915 0.         0.         0.02014873
 0.01319599 0.00834588 0.04912675 0.02890145 0.         0.10292872
 0.23301946 0.12316886 0.00834588 0.00791759 0.         0.01119717
 0.42717001 0.06676701 0.2744766  0.02950713 0.02612673 0.00590143
 0.01847439 0.         0.08645064 0.12115522 0.01669175 0.06597995
 0.         0.01119717 0.         0.0026392  0.         0.01492956
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.28467641 0.04172938 0.12668151 0.00834588 0.01492956 0.00834588
 0.03694877 0.01669175 0.14738025 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08525263 0.         0.0623503
 0.03379867 0.04542433 0.02709898 0.05290328 0.         0.07611737
 0.06008525 0.         0.17760388 0.23689092 0.14161702 0.0126745
 0.02456224 0.00597482 0.0405139  0.07033972 0.01792445 0.06990791
 0.06439762 0.04809635 0.03977348 0.03778806 0.         0.08326621
 0.01801854 0.         0.10769597 0.11262077 0.04008029 0.
 0.00377881 0.         0.00534404 0.1208561  0.01194963 0.15304164
 0.10169625 0.11222481 0.06862245 0.0623503  0.         0.07033972
 0.10594319 0.         0.25317999 0.25729022 0.25651385 0.02462413
 0.05479269 0.00597482 0.09283508 0.07275975 0.01792445 0.09258074
 0.13971976 0.20040145 0.03554865 0.05290328 0.00597482 0.0665485
 0.         0.         0.02834104 0.04822315 0.08016058 0.
 0.         0.         0.00267202 0.         0.         0.00755761
 0.01689933 0.05878442 0.04647317 0.02078343 0.         0.
 0.12731935 0.01792445 0.05290328 0.02957383 0.21910558 0.23194122
 0.16248865 0.01792445 0.09146389 0.05965164 0.01792445 0.02834104
 0.03059895 0.138945   0.08799664 0.09447015 0.01792445 0.09749352
 0.01068808 0.         0.07368671 0.14641943 0.04809635 0.
 0.0018894  0.         0.01068808 0.         0.         0.0018894
 0.         0.05878442 0.06687247 0.02834104 0.         0.
 0.06300926 0.         0.00944701 0.00422483 0.05878442 0.12704526
 0.37410178 0.00597482 0.08258061 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.28952912
 0.01210106 0.01530677 0.         0.00270588 0.         0.
 0.18492318 0.00855674 0.02164704 0.01210106 0.1377609  0.13354168
 0.16776454 0.01711349 0.18171747 0.         0.         0.03517644
 0.04485993 0.3214421  0.         0.         0.         0.
 0.         0.         0.01082352 0.03630318 0.20664135 0.10890955
 0.05141171 0.         0.         0.01530677 0.         0.12447046
 0.14668085 0.03826692 0.         0.00270588 0.         0.01530677
 0.         0.         0.         0.         0.0459203  0.0388094
 0.01082352 0.         0.         0.16196303 0.         0.04058819
 0.02420212 0.23342819 0.16483243 0.21917624 0.02567023 0.28581846
 0.02678684 0.00855674 0.05411759 0.02670834 0.06888045 0.13207358
 0.14070575 0.         0.08827402 0.10223804 0.         0.45999956
 0.10536523 0.04974699 0.         0.00270588 0.         0.01148008
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0206578  0.04329407 0.         0.
 0.00765338 0.         0.04058819 0.14313653 0.11480075 0.07260637
 0.03517643 0.         0.00765338 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
